question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q12[05][F],none,please rate satisfaction following environmental sustainability items,5 citys recycling waste diversion events recycling extravaganza mattress recycling pickup etc,Satisfied,Neutral,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q12[06][F],none,please rate satisfaction following environmental sustainability items,6 citys promotion sustainable practices residents businesses,Satisfied,Dissatisfied,Neutral,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q13[01][F],none,please rate satisfaction following leadership items,1 overall quality leadership provided citys elected officials,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q13[02][F],none,please rate satisfaction following leadership items,2 overall responsiveness citys elected leadership,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q13[03][F],none,please rate satisfaction following leadership items,3 overall effectiveness city manager department directors,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q14[01][F],none,please rate satisfaction following communication items,1 availability information city programs services,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q14[02][F],none,please rate satisfaction following communication items,2 city efforts keep informed local issues,Neutral,Very Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q14[03][F],none,please rate satisfaction following communication items,3 level public engagement local decisionmaking,Very Dissatisfied,Don't Know,Neutral,Satisfied,Very Satisfied,Dissatisfied,,,,
Q14[04][F],none,please rate satisfaction following communication items,4 quality citys website,Satisfied,Don't Know,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q14[05][F],none,please rate satisfaction following communication items,5 quality citys newsletter,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q14[06][F],none,please rate satisfaction following communication items,6 quality citys social media,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q14[07][F],none,please rate satisfaction following communication items,7 quality live streaming city meetings,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q15[01][M],none,following primary sources information city issues services events,city newsletter overview,Yes,No,,,,,,,,
Q15[02][M],following primary sources information city issues services events,citys website opkansas,none,Yes,No,,,,,,,,
Q15[03][M],none,following primary sources information city issues services events,city social media accounts,No,Yes,,,,,,,,
Q15[04][M],none,following primary sources information city issues services events,city enewsletters,No,Yes,,,,,,,,
Q15[05][M],none,following primary sources information city issues services events,livestreaming city meetings,No,Yes,,,,,,,,
Q15[06][M],none,following primary sources information city issues services events,social media generally city accounts,No,Yes,,,,,,,,
Q15[07][M],none,following primary sources information city issues services events,[city name] star,No,Yes,,,,,,,,
Q15[08][M],none,following primary sources information city issues services events,[city name] county post,No,Yes,,,,,,,,
Q15[09][M],none,following primary sources information city issues services events,television news,Yes,No,,,,,,,,
Q15[10][M],none,following primary sources information city issues services events,radio,No,Yes,,,,,,,,
Q15[11][M],none,following primary sources information city issues services events,,No,Yes,,,,,,,,
Q15x11[T],none,please define,none,Spouse employed by the city of OP,FROM TALKING TO OTHER RESIDENTS,Mail,none,Anything but the KC Star.  Waaay to Liberal leaning and not trustworthy. ,Local podcasts,Meeting ,Tony's Kansas City,work,mailers
Q16[L],none,called emailed used online customer service system opcares visited city question problem complaint past year,none,Yes,No,,,,,,,,
Q16a[L],none,easy contact person needed reach,none,Somewhat Easy,Very Easy,Difficult,Very Difficult,Don't Know,,,,,
Q16b[01][F],several factors may influence perception quality customer service receive city employees listed,item please rate often employees contacted past year displayed behavior described,1 courteous polite,Usually,Always,Don't Know,Never,Seldom,Sometimes,,,,
Q16b[02][F],several factors may influence perception quality customer service receive city employees listed,item please rate often employees contacted past year displayed behavior described,2 gave prompt accurate complete answers questions,Sometimes,Always,Don't Know,Usually,Never,Seldom,,,,
Q16b[03][F],several factors may influence perception quality customer service receive city employees listed,item please rate often employees contacted past year displayed behavior described,3 said would timely manner,Usually,Sometimes,Always,Don't Know,Seldom,Never,,,,
Q16b[04][F],several factors may influence perception quality customer service receive city employees listed,item please rate often employees contacted past year displayed behavior described,4 helped resolve issue satisfaction,Sometimes,Always,Usually,Don't Know,Seldom,Never,,,,
Q17[01][F],none,please rate safe feel following situations,1 neighborhood day,Safe,Very Safe,Neutral,Don't Know,Unsafe,Very Unsafe,,,,
Q17[02][F],none,please rate safe feel following situations,2 neighborhood night,Safe,Very Safe,Unsafe,Neutral,Don't Know,Very Unsafe,,,,
Q17[03][F],none,please rate safe feel following situations,3 city parks recreation facilities,Neutral,Very Safe,Safe,Don't Know,Very Unsafe,Unsafe,,,,
Q17[04][F],none,please rate safe feel following situations,4 commercial retail areas day,Safe,Very Safe,Neutral,Don't Know,Unsafe,Very Unsafe,,,,
Q17[05][F],none,please rate safe feel following situations,5 commercial retail areas night,Neutral,Very Safe,Safe,Don't Know,Unsafe,Very Unsafe,,,,
Q17[06][F],none,please rate safe feel following situations,6 biking city streets,Don't Know,Neutral,Unsafe,Safe,Very Unsafe,Very Safe,,,,
Q17[07][F],none,please rate safe feel following situations,7 targeted extremist violence,Neutral,Very Safe,Safe,Very Unsafe,Don't Know,Unsafe,,,,
Q17[08][F],none,please rate safe feel following situations,8 racismand hatebased crimes,Safe,Very Safe,Neutral,Don't Know,Very Unsafe,Unsafe,,,,
Q18[01][F],none,please rate city [city name] regard following,1 place live,Good,Excellent,Neutral,Poor,Below Average,,,,,
Q18[02][F],none,please rate city [city name] regard following,2 place raise children,Good,Excellent,Neutral,Don't Know,Below Average,Poor,,,,
Q18[03][F],none,please rate city [city name] regard following,3 place work,Good,Excellent,Don't Know,Neutral,Below Average,Poor,,,,
Q18[04][F],none,please rate city [city name] regard following,4 place retire,Poor,Good,Excellent,Neutral,Don't Know,Below Average,,,,
Q18[05][F],none,please rate city [city name] regard following,5 place visit,Good,Excellent,Neutral,Below Average,Don't Know,Poor,,,,
Q19[01][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,accessory dwelling units smaller independent residential dwelling units located lot singlefamily home also known granny flats carriage houses,No,Yes,,,,,,,,
Q19[02][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,cottage court neighborhoods,No,Yes,,,,,,,,
Q19[03][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,duplexes,Yes,No,,,,,,,,
Q19[04][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,triplexes,Yes,No,,,,,,,,
Q19[05][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,fourplexes,Yes,No,,,,,,,,
Q19[06][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,small format apartment buildings,No,Yes,,,,,,,,
Q19[07][M],city aware shortage housing nationwide locally,different housing types already offered [city name] help meet needs future generations community,housing incentives programs incentivize building housing,No,Yes,,,,,,,,
Q20[01][M],meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,support citys transportation network better accommodate multimodal transportation,none,Yes,No,,,,,,,,
Q20[02][M],meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,support citys transportation network better accommodate multimodal transportation,none,No,Yes,,,,,,,,
Q20[03][M],meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,support citys transportation network better accommodate multimodal transportation,providing electric vehicle charging infrastructure public property,No,Yes,,,,,,,,
Q20[04][M],meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,support citys transportation network better accommodate multimodal transportation,facilitating electric vehicle charging infrastructure private property,No,Yes,,,,,,,,
Q20[05][M],meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,support citys transportation network better accommodate multimodal transportation,none,No,Yes,,,,,,,,
Q21[L],developers pay excise taxes city lots platted new development,increases tax [city name] would require community approval future election,none,Yes,No,,,,,,,,
Q22[L],none,approximately many years lived city [city name],none,More than 20 years,16-20 years,6-10 years,1-5 years,Less than 1 year,11-15 years,,,,
Q23[L],none,approximately many years lived current residence,none,16-20 years,1-5 years,More than 20 years,11-15 years,Less than 1 year,6-10 years,,,,
Q24[L],none,rent current residence,none,Own,Rent,,,,,,,,
Q25[L],none,live east west antioch,none,West,East,,,,,,,,
Q26[L],none,following best describes location home,none,South of I-435 and North of 135th Street,South of 87th Street and North of I-435,South of 135th Street and North of 159th Street,North of 87th Street,South of 159th Street,,,,,
Q27[N],none,counting many people regularly live household,none,2.0,3.0,4.0,1.0,5.0,6.0,8.0,22.0,7.0,0.0
Q28[L],none,ever made code compliance complaint code complaint filed,none,No,Yes,,,,,,,,
Q29[01][K],none,including many persons household following age groups,5 years,1.0,0.0,2.0,3.0,27.0,,,,,
Q29[02][K],none,including many persons household following age groups,59 years,1.0,0.0,2.0,3.0,,,,,,
Q29[03][K],none,including many persons household following age groups,1014 years,1.0,2.0,0.0,3.0,,,,,,
Q29[04][K],none,including many persons household following age groups,1519 years,1.0,2.0,0.0,3.0,4.0,,,,,
Q29[05][K],none,including many persons household following age groups,2024 years,1.0,0.0,2.0,4.0,3.0,,,,,
Q29[06][K],none,including many persons household following age groups,2534 years,1.0,2.0,0.0,3.0,4.0,,,,,
Q29[07][K],none,including many persons household following age groups,3544 years,2.0,0.0,1.0,4.0,,,,,,
Q29[08][K],none,including many persons household following age groups,4554 years,2.0,0.0,1.0,3.0,,,,,,
Q29[09][K],none,including many persons household following age groups,5564 years,2.0,1.0,0.0,,,,,,,
Q29[10][K],none,including many persons household following age groups,6574 years,1.0,2.0,0.0,26.0,,,,,,
Q29[11][K],none,including many persons household following age groups,75 years,1.0,0.0,2.0,28.0,82.0,6.0,17.0,75.0,27.0,
Q30[N],none,age,none,74.0,40.0,59.0,27.0,41.0,70.0,31.0,68.0,29.0,57.0
Q31[01][K],none,many persons household employed following areas,within city limits [city name],1.0,2.0,0.0,3.0,4.0,,,,,
Q31[02][K],none,many persons household employed following areas,outside [city name] within [city name] county,0.0,1.0,2.0,0.5,4.0,3.0,6.0,,,
Q31[03][K],none,many persons household employed following areas,outside [city name] county within [city name] metro area,1.0,0.0,2.0,0.5,3.0,5.0,4.0,,,
Q31[04][K],none,many persons household employed following areas,outside [city name] metro area,0.0,1.0,2.0,4.0,10.0,25.0,,,,
Q32[L],none,approximate annual income total household,none,"$125,000 to $149,999","$150,000 or more","$45,000 to $59,999","$100,000 to $124,999","$80,000 to $99,999","$60,000 to $79,999","$30,000 to $44,999","Under $30,000",,
Q33[L],none,members household spanish hispanic latino heritage,none,No,Yes,,,,,,,,
Q33a[N],none,many people spanish hispanic latino heritage,none,1.0,2.0,3.0,4.0,5.0,0.0,,,,
Q34[01][M],none,following best describes raceethnicity,asian asian indian,No,Yes,,,,,,,,
Q34[02][M],none,following best describes raceethnicity,black african american,No,Yes,,,,,,,,
Q34[03][M],none,following best describes raceethnicity,american indian alaska native,No,Yes,,,,,,,,
Q34[04][M],none,following best describes raceethnicity,white caucasian,Yes,No,,,,,,,,
Q34[05][M],none,following best describes raceethnicity,native hawaiian pacific islander,No,Yes,,,,,,,,
Q34[06][M],none,following best describes raceethnicity,hispanic spanish latinoax,No,Yes,,,,,,,,
Q34[07][M],none,following best describes raceethnicity,korean,,,,,,,,,,
Q34[08][M],none,following best describes raceethnicity,chinese,,,,,,,,,,
Q34[09][M],none,following best describes raceethnicity,middle eastern north african,,,,,,,,,,
Q34[10][M],none,following best describes raceethnicity,slaviceastern european,,,,,,,,,,
Q34[77][M],none,following best describes raceethnicity,unknowndont know,,,,,,,,,,
Q34[88][M],none,following best describes raceethnicity,prefer say,,,,,,,,,,
Q34[99][M],none,following best describes raceethnicity,,No,Yes,,,,,,,,
Q34x99[S],none,please describe raceethnicity,none,Prefer Not To Answer,Iranian ,American ,Mediterranean ,Hispanic,Human ,Mexican (Hispanic),Jewish,Middle aged Jew,Nope
Q35[L],none,primary language spoken home,none,English,Other,Spanish,,,,,,,
Q35x3[T],none,please define,none,Arabic ,Korean,Taiwanese,Gujrati,Odia,Farsi ,English and Spanish,German,Mandarin,French
Q36[L],none,gender listed birth certificate,none,Female,Male,,,,,,,,
Q37[L],none,gender identity,none,Female,Male,Non-binary,Prefer to self-describe,,,,,,
Q1[01][F],satisfaction city services,major categories city services provided city [city name] listed,01 overall quality police service,Neutral,Very Satisfied,Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q1[02][F],satisfaction city services,major categories city services provided city [city name] listed,02 overall quality fire services,Very Satisfied,Satisfied,Very Dissatisfied,Don't Know,Dissatisfied,Neutral,,,,
Q1[03][F],satisfaction city services,major categories city services provided city [city name] listed,03 overall efforts city ensure community prepared emergencies,Very Dissatisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Satisfied,,,,
Q1[04][F],satisfaction city services,major categories city services provided city [city name] listed,04 overall maintenance city streets sidewalks infrastructure,Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied,Neutral,Don't Know,,,,
Q1[05][F],satisfaction city services,major categories city services provided city [city name] listed,05 overall effectiveness communication city,Very Dissatisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Satisfied,,,,
Q1[06][F],satisfaction city services,major categories city services provided city [city name] listed,06 overall flow traffic congestion management streets city,Don't Know,Very Satisfied,Satisfied,Very Dissatisfied,Neutral,Dissatisfied,,,,
Q1[07][F],satisfaction city services,major categories city services provided city [city name] listed,07 overall quality stormwater management city,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,Neutral,Satisfied,,,,
Q1[08][F],satisfaction city services,major categories city services provided city [city name] listed,08 overall quality parks recreation programs facilities,Neutral,Very Satisfied,Don't Know,Dissatisfied,Satisfied,Very Dissatisfied,,,,
Q1[09][F],satisfaction city services,major categories city services provided city [city name] listed,09 overall quality customer service provided city employees,Don't Know,Very Satisfied,Very Dissatisfied,Neutral,Dissatisfied,Satisfied,,,,
Q1[10][F],satisfaction city services,major categories city services provided city [city name] listed,10 overall enforcement local codes ordinances,Dissatisfied,Very Satisfied,Very Dissatisfied,Neutral,Satisfied,Don't Know,,,,
Q1[11][F],satisfaction city services,major categories city services provided city [city name] listed,11 overall quality public transportationbus services,Satisfied,Don't Know,Neutral,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q1[12][F],satisfaction city services,major categories city services provided city [city name] listed,12 wastewatersanitary sewer services,Neutral,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,Satisfied,,,,
Q2[01][F],none,three city services listed question 1 think important city emphasize next two years,1st,01. Overall quality of police service,03. Overall efforts by the City to ensure the community is prepared for emergencies,02. Overall quality of fire services,06. Overall flow of traffic and congestion management on streets in the City,07. Overall quality of stormwater management in the City,"04. Overall maintenance of City streets, sidewalks, and infrastructure",12. Wastewater/sanitary sewer services,05. Overall effectiveness of communication by the City,08. Overall quality of parks and recreation programs and facilities,10. Overall enforcement of local codes and ordinances
Q2[02][F],none,three city services listed question 1 think important city emphasize next two years,2nd,08. Overall quality of parks and recreation programs and facilities,01. Overall quality of police service,03. Overall efforts by the City to ensure the community is prepared for emergencies,"04. Overall maintenance of City streets, sidewalks, and infrastructure",12. Wastewater/sanitary sewer services,05. Overall effectiveness of communication by the City,02. Overall quality of fire services,07. Overall quality of stormwater management in the City,10. Overall enforcement of local codes and ordinances,09. Overall quality of customer service provided by City employees
Q2[03][F],none,three city services listed question 1 think important city emphasize next two years,3rd,"04. Overall maintenance of City streets, sidewalks, and infrastructure",02. Overall quality of fire services,06. Overall flow of traffic and congestion management on streets in the City,10. Overall enforcement of local codes and ordinances,05. Overall effectiveness of communication by the City,12. Wastewater/sanitary sewer services,03. Overall efforts by the City to ensure the community is prepared for emergencies,08. Overall quality of parks and recreation programs and facilities,01. Overall quality of police service,07. Overall quality of stormwater management in the City
Q3[01][F],perceptions community,please rate satisfaction following items may influence perception city [city name],1 overall quality services provided city,Neutral,Very Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Don't Know,,,,
Q3[02][F],perceptions community,please rate satisfaction following items may influence perception city [city name],2 overall value receive city tax dollars fees,Don't Know,Very Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,,,,
Q3[03][F],perceptions community,please rate satisfaction following items may influence perception city [city name],3 overall image city,Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied,Neutral,Don't Know,,,,
Q3[04][F],perceptions community,please rate satisfaction following items may influence perception city [city name],4 overall quality life city,Dissatisfied,Very Satisfied,Neutral,Satisfied,Very Dissatisfied,Don't Know,,,,
Q3[05][F],perceptions community,please rate satisfaction following items may influence perception city [city name],5 overall feeling safety city,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q3[06][F],perceptions community,please rate satisfaction following items may influence perception city [city name],6 overall leadership elected officials,Dissatisfied,Very Satisfied,Don't Know,Neutral,Very Dissatisfied,Satisfied,,,,
Q3[07][F],perceptions community,please rate satisfaction following items may influence perception city [city name],7 overall leadership city manager senior staff,Don't Know,Very Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,,,,
Q4[01][F],police services,please rate satisfaction following services provided city [city name],1 overall quality local police protection,Satisfied,Very Satisfied,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q4[02][F],police services,please rate satisfaction following services provided city [city name],2 visibility police neighborhoods,Very Satisfied,Neutral,Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q4[03][F],police services,please rate satisfaction following services provided city [city name],3 visibility police commercial retail areas,Very Satisfied,Neutral,Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q4[04][F],police services,please rate satisfaction following services provided city [city name],4 quickly police respond emergencies,Very Satisfied,Neutral,Don't Know,Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[05][F],police services,please rate satisfaction following services provided city [city name],5 efforts local government area prevent crime,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q4[06][F],police services,please rate satisfaction following services provided city [city name],6 enforcement local traffic laws,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,Satisfied,Don't Know,,,,
Q4[07][F],police services,please rate satisfaction following services provided city [city name],7 professionalism police officers respond service calls,Don't Know,Very Satisfied,Neutral,Dissatisfied,Satisfied,Very Dissatisfied,,,,
Q4[08][F],police services,please rate satisfaction following services provided city [city name],8 overall police involvement engagement community,Neutral,Very Satisfied,Dissatisfied,Satisfied,Don't Know,Very Dissatisfied,,,,
Q5[01][F],none,three police services listed question 4 think important city emphasize next two years,1st,8. Overall police involvement and engagement in the community,3. Visibility of police in commercial and retail areas,5. Efforts by local government in your area to prevent crime,1. Overall quality of local police protection,7. Professionalism of police officers who respond to service calls,2. Visibility of police in neighborhoods,4. How quickly police respond to emergencies,6. Enforcement of local traffic laws,,
Q5[02][F],none,three police services listed question 4 think important city emphasize next two years,2nd,1. Overall quality of local police protection,6. Enforcement of local traffic laws,8. Overall police involvement and engagement in the community,4. How quickly police respond to emergencies,5. Efforts by local government in your area to prevent crime,2. Visibility of police in neighborhoods,7. Professionalism of police officers who respond to service calls,3. Visibility of police in commercial and retail areas,,
Q5[03][F],none,three police services listed question 4 think important city emphasize next two years,3rd,7. Professionalism of police officers who respond to service calls,5. Efforts by local government in your area to prevent crime,8. Overall police involvement and engagement in the community,3. Visibility of police in commercial and retail areas,2. Visibility of police in neighborhoods,1. Overall quality of local police protection,4. How quickly police respond to emergencies,6. Enforcement of local traffic laws,,
Q6[01][F],parks recreation department,please rate satisfaction following services provided city [city name],1 maintenance city parks park facilities,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q6[02][F],parks recreation department,please rate satisfaction following services provided city [city name],2 number city parks park facilities,Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Satisfied,Don't Know,,,,
Q6[03][F],parks recreation department,please rate satisfaction following services provided city [city name],3 quality facilities picnic shelters playgrounds,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Don't Know,,,,
Q6[04][F],parks recreation department,please rate satisfaction following services provided city [city name],4 quality outdoor athletic fields,Dissatisfied,Very Satisfied,Neutral,Don't Know,Very Dissatisfied,Satisfied,,,,
Q6[05][F],parks recreation department,please rate satisfaction following services provided city [city name],5 quality walking biking trails,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q6[06][F],parks recreation department,please rate satisfaction following services provided city [city name],6 number walking biking trails,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,Satisfied,,,,
Q6[07][F],parks recreation department,please rate satisfaction following services provided city [city name],7 quality city sponsored special events,Neutral,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,Satisfied,,,,
Q6[08][F],parks recreation department,please rate satisfaction following services provided city [city name],8 safety community parks facilities,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,Satisfied,,,,
Q7[01][F],none,three parks recreation services listed question 6 think important city emphasize next two years,1st,1. Maintenance of City parks and park facilities,6. Number of walking and biking trails,2. Number of City parks and park facilities,3. Quality of facilities such as picnic shelters and playgrounds,8. Safety in community parks and facilities,7. Quality of City sponsored special events,4. Quality of outdoor athletic fields,5. Quality of walking and biking trails,,
Q7[02][F],none,three parks recreation services listed question 6 think important city emphasize next two years,2nd,8. Safety in community parks and facilities,5. Quality of walking and biking trails,3. Quality of facilities such as picnic shelters and playgrounds,6. Number of walking and biking trails,7. Quality of City sponsored special events,1. Maintenance of City parks and park facilities,2. Number of City parks and park facilities,4. Quality of outdoor athletic fields,,
Q7[03][F],none,three parks recreation services listed question 6 think important city emphasize next two years,3rd,2. Number of City parks and park facilities,1. Maintenance of City parks and park facilities,8. Safety in community parks and facilities,6. Number of walking and biking trails,7. Quality of City sponsored special events,5. Quality of walking and biking trails,3. Quality of facilities such as picnic shelters and playgrounds,4. Quality of outdoor athletic fields,,
Q8[01][F],maintenance,please rate satisfaction following services provided city [city name],01 condition major city streets,Neutral,Very Satisfied,Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q8[02][F],maintenance,please rate satisfaction following services provided city [city name],02 condition streets neighborhood,Very Dissatisfied,Very Satisfied,Satisfied,Dissatisfied,Neutral,Don't Know,,,,
Q8[03][F],maintenance,please rate satisfaction following services provided city [city name],03 condition sidewalks neighborhood,Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied,Neutral,Don't Know,,,,
Q8[04][F],maintenance,please rate satisfaction following services provided city [city name],04 condition sidewalks city,Satisfied,Very Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q8[05][F],maintenance,please rate satisfaction following services provided city [city name],05 condition street signs traffic signals,Satisfied,Very Satisfied,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q8[06][F],maintenance,please rate satisfaction following services provided city [city name],06 adequacy street lighting community,Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Satisfied,Don't Know,,,,
Q8[07][F],maintenance,please rate satisfaction following services provided city [city name],07 accessibility streets sidewalks buildings people disabilities,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q8[08][F],maintenance,please rate satisfaction following services provided city [city name],08 mowing tree trimming along streets public areas,Neutral,Very Satisfied,Dissatisfied,Satisfied,Very Dissatisfied,Don't Know,,,,
Q8[09][F],maintenance,please rate satisfaction following services provided city [city name],09 cleanliness streets public areas,Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Satisfied,Don't Know,,,,
Q8[10][F],maintenance,please rate satisfaction following services provided city [city name],10 onstreet bicycle infrastructure bike lanessignssharrows,Don't Know,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,,,,
Q8[11][F],maintenance,please rate satisfaction following services provided city [city name],11 condition pavement markings streets,Don't Know,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,,,,
Q8[12][F],maintenance,please rate satisfaction following services provided city [city name],12 condition landscaping streetscaping medians along streets,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,Don't Know,Satisfied,,,,
Q8[13][F],maintenance,please rate satisfaction following services provided city [city name],13 appearance us 1 commercial corridor,Don't Know,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,,,,
Q8[14][F],maintenance,please rate satisfaction following services provided city [city name],14 condition appearance downtown [city name],Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,Dissatisfied,,,,
Q9[01][F],none,three maintenance services listed question 8 think important city emphasize next two years,1st,09. Cleanliness of streets and other public areas,06. Adequacy of street lighting in your community,14. Condition and appearance of Downtown Riviera Beach,13. Appearance of the US 1 Commercial Corridor,"07. Accessibility of streets, sidewalks, and buildings for people with disabilities",08. Mowing and tree trimming along streets and other public areas,04. Condition of sidewalks in the City,02. Condition of streets in your neighborhood,01. Condition of major City streets,03. Condition of sidewalks in your neighborhood
Q9[02][F],none,three maintenance services listed question 8 think important city emphasize next two years,2nd,02. Condition of streets in your neighborhood,01. Condition of major City streets,14. Condition and appearance of Downtown Riviera Beach,09. Cleanliness of streets and other public areas,13. Appearance of the US 1 Commercial Corridor,05. Condition of street signs and traffic signals,03. Condition of sidewalks in your neighborhood,"07. Accessibility of streets, sidewalks, and buildings for people with disabilities",04. Condition of sidewalks in the City,06. Adequacy of street lighting in your community
Q9[03][F],none,three maintenance services listed question 8 think important city emphasize next two years,3rd,06. Adequacy of street lighting in your community,05. Condition of street signs and traffic signals,13. Appearance of the US 1 Commercial Corridor,03. Condition of sidewalks in your neighborhood,"07. Accessibility of streets, sidewalks, and buildings for people with disabilities",09. Cleanliness of streets and other public areas,02. Condition of streets in your neighborhood,14. Condition and appearance of Downtown Riviera Beach,01. Condition of major City streets,12. Condition of landscaping or streetscaping in medians and along streets
Q10[01][M],none,please check sources information use get information city services news events,01 visiting city hall,No,Yes,,,,,,,,
Q10[02][M],none,please check sources information use get information city services news events,02 emailing city,No,Yes,,,,,,,,
Q10[03][M],none,please check sources information use get information city services news events,03 calling city,No,Yes,,,,,,,,
Q10[04][M],none,please check sources information use get information city services news events,04 instagram,No,Yes,,,,,,,,
Q10[05][M],none,please check sources information use get information city services news events,05 city website,No,Yes,,,,,,,,
Q10[06][M],none,please check sources information use get information city services news events,06 mailers,No,Yes,,,,,,,,
Q10[07][M],none,please check sources information use get information city services news events,07 facebook,No,Yes,,,,,,,,
Q10[08][M],none,please check sources information use get information city services news events,08 x twitter,No,Yes,,,,,,,,
Q10[09][M],none,please check sources information use get information city services news events,09 city enewsletter,Yes,No,,,,,,,,
Q10[10][M],none,please check sources information use get information city services news events,10 tv news outlets,Yes,No,,,,,,,,
Q10[11][M],none,please check sources information use get information city services news events,11 newspapers,No,Yes,,,,,,,,
Q10[12][M],none,please check sources information use get information city services news events,12 radio,No,Yes,,,,,,,,
Q10[13][M],none,please check sources information use get information city services news events,13 hoa,No,Yes,,,,,,,,
Q10[14][M],none,please check sources information use get information city services news events,14 riveria beach magazine,No,Yes,,,,,,,,
Q10[15][M],none,please check sources information use get information city services news events,15,Yes,No,,,,,,,,
Q10x15[T],none,please define,none,Physically viewing the conditions of Riviera beach. ,NextDoor ,FRIENDS,PROPERTY OWNERS,City clerk,word of mouth,Instagram,News in the community ,Google ,Nextdoor app
Q11[01][F],none,three sources listed question 10 prefer use get information city services news events,1st,09. City e-newsletter,05. The City website,07. Facebook,06. Mailers,03. By calling the City,13. HOA,01. By visiting City Hall,14. Riveria Beach Magazine,02. By emailing the City,11. Newspapers
