question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q20c[L],,"Generally speaking, how happy would you say you are",,nan:nan,1.0:Very happy,2.0:Happy,3.0:Neutral,4.0:Not very happy,9.0:Don't know/refuse,5.0:Not happy at all,,,
Q21[01][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,01. The visibility of police in neighborhoods,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[02][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,02. The visibility of police in retail areas,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[03][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,03. The City's efforts to prevent crime,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[04][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,04. How quickly police respond to emergencies,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[05][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,05. Enforcement of local traffic laws,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[06][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,06. Overall quality of local police protection,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[07][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,07. How quickly fire/emergency medical services personnel respond to emergencies,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[08][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,08. Overall quality of local fire protection/emergency medical services,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[09][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,09. Quality of animal control,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q21[10][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,10. Professionalism of employees from fire/emergency medical services,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q21[11][F],,Please rate your satisfaction with the following public safety services provided by the City of city_name,11. Professionalism of employees from police department,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q22[01][F],,Which TWO of the public safety items listed in Question 21 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,1st:,nan:nan,1.0:01. The visibility of police in neighborhoods,8.0:08. Overall quality of local fire protection/emergency medical services,3.0:03. The City's efforts to prevent crime,2.0:02. The visibility of police in retail areas,10.0:10. Professionalism of employees from fire/emergency medical services,6.0:06. Overall quality of local police protection,7.0:07. How quickly fire/emergency medical services personnel respond to emergencies,4.0:04. How quickly police respond to emergencies,11.0:11. Professionalism of employees from police department
Q22[02][F],,Which TWO of the public safety items listed in Question 21 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,2nd:,nan:nan,8.0:08. Overall quality of local fire protection/emergency medical services,2.0:02. The visibility of police in retail areas,5.0:05. Enforcement of local traffic laws,7.0:07. How quickly fire/emergency medical services personnel respond to emergencies,1.0:01. The visibility of police in neighborhoods,4.0:04. How quickly police respond to emergencies,11.0:11. Professionalism of employees from police department,3.0:03. The City's efforts to prevent crime,6.0:06. Overall quality of local police protection
Q23[01][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[01. Do you currently have a child enrolled in an city_name Public School,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q23[02][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[02. Have any of your household members visited downtown city_name during the past year,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q23[03][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[03. Have any of your household members visited an city_name library during the past year,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q23[04][F],"Please answer either ""Yes"" or ""No"" to each of the following questions","[04. Have any of your household members called, visited or done business with the Building Codes Division",,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q23[05][F],"Please answer either ""Yes"" or ""No"" to each of the following questions","[05. Have any of your household members visited the City's website, Olatheks",,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q23[06][F],"Please answer either ""Yes"" or ""No"" to each of the following questions","[06. Have any of your household members read the City's newsletter, OlatheLink, during the past year",,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q23[07][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[07. Have any of your household members called 911 during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q23[08][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[08. Have any of your household members visited a city park or used a city walking/biking trail during the past year,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q23[09][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[09. Have any of your household members visited an indoor/outdoor city recreation facility/pool during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q23[10][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[10. Have any of your household members participated in a city recreation program or class during the past year,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q23[11][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[11. Have any of your household members used/read the digital version of the city_name Parks and Recreation Activity Guide during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q23[12][F],"Please answer either ""Yes"" or ""No"" to each of the following questions","[12. Are you aware of the City's on-line customer request system, city_name Connect",,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q24[01][F],,Please indicate how likely you would be to recommend your community,1. Recommend the community as a place to live,nan:nan,9.0:09,10.0:10 (Very Likely),8.0:08,6.0:06,5.0:05,1.0:01 (Not at All Likely),7.0:07,99.0:Don't know,2.0:02
Q24[02][F],,Please indicate how likely you would be to recommend your community,2. Recommend the community as a place to have a business,nan:nan,9.0:09,10.0:10 (Very Likely),6.0:06,99.0:Don't know,7.0:07,5.0:05,1.0:01 (Not at All Likely),8.0:08,4.0:04
Q24[03][F],,Please indicate how likely you would be to recommend your community,3. Recommend as a community that is moving in the right direction,nan:nan,9.0:09,10.0:10 (Very Likely),8.0:08,5.0:05,6.0:06,7.0:07,1.0:01 (Not at All Likely),99.0:Don't know,4.0:04
Q24a[T],,Why would you not recommend your community,,"The city government is corrupt and untrustworthy.  The city employees routinely display a clear bias against anyone who is conservative or Christian.  This is seen in the refusal of code enforcement to enforce political sign regulations against home owners who display signs for Democrat candidates, yet if a registered Republican is one sign over the limit the City of Olathe is threatening fines and legal action.  In the last three months I've heard multiple gunshots, including one drive by shooting in my neighborhood.  This violence is the result of the Olathe Police Dept. allowing members of the Juarez Cartel to operate in the city without hindrance.  None of that is to even mention the rampant nepotism in city employment.  As someone with a public admin degree from KU I can't even get an interview for a job with the City of Olathe, but people who are completely unqualified for positions are routinely hired based solely on who they know.  The very fact that ETC Institute is running this survey for the City of Olathe serves to highlight the level of corruption, as it is a clear conflict of interest.","The city and county continue to tax us out of our homes.  The increases in taxes and valuations have become too much to absorb,  And the county plans on raising taxes again......","The KC metro wants to defund police and not operate their cities on a budget. For example, city leaders have become very weak on crime which is why we see crime numbers tick up in southern Olathe neighborhoods. Olathe has a major issue funding their schools correctly because of careless spending for years. I am a younger resident of Olathe and do not foresee me sending my my kids to Olathe public schools. The general population will be forced to pay teachers to teach kids privately in homes. This is exactly what is happening in Johnson county and private schools/private education will be what a lot of people will choose for their kids in the future because private citizens that live in the real world know how to live on a budget and live practically which is something the Olathe public schools do not know despite all employees of public schools having 4 year college degrees. ",Very closed community. Quality of leaders is not good. ,"Not caring, connecting, belonging","Not enough fine dining, have to drive to OP. Not enough affordable housing, not enough new homes built, too many closed restaurants. ",Crime is high with low effort to stop it. Houses/yards are rund down and full of junk or trash by curbs. ,PARKS DEPARMTNET-TERRIBLE WEEDS AT INDIAN CREEK-VERY DARK AND DOESNT FEEL SAFE. TRAFFIC HAS 4X INCREASED,"State and local taxes, property tax. food. ",Liberal political influence 
Q25[01][M],,Which of the following best describes your race/ethnicity,Asian or Asian Indian,nan:nan,nan:No,Y:Yes,,,,,,,
Q25[02][M],,Which of the following best describes your race/ethnicity,Black or African American,nan:nan,nan:No,Y:Yes,,,,,,,
Q25[03][M],,Which of the following best describes your race/ethnicity,American Indian or Alaska Native,nan:nan,nan:No,Y:Yes,,,,,,,
Q25[04][M],,Which of the following best describes your race/ethnicity,White,nan:nan,Y:Yes,nan:No,,,,,,,
Q25[05][M],,Which of the following best describes your race/ethnicity,Native Hawaiian or other Pacific Islander ,nan:nan,nan:No,Y:Yes,,,,,,,
Q25[06][M],,Which of the following best describes your race/ethnicity,"Hispanic, Spanish, Latino/a/x",nan:nan,nan:No,Y:Yes,,,,,,,
Q25[99][M],,Which of the following best describes your race/ethnicity,Other,nan:nan,nan:No,Y:Yes,,,,,,,
Q25x99[T],,Please describe your race/ethnicity,,American,None of the city's business,African descent ,None of your business. I’m offended that this matters to a city survey. Disgusting. ,Not your business,"Race and color shouldn't matter.  I am an Olathe citizen and we should all be treated equally.  Why would this question even be on the survey?  If I were white should my opinions carry less weight because of what ""white privilege""?",Italian,Prefer not to answer,You don't need to know this. ,Human
Q26[L],,Which of the following best describes your current employment status,,nan:nan,4.0:Retired,1.0:Employed outside the home,2.0:Employed in the home/have a home-based business,5.0:Not currently employed outside the home,3.0:Student,,,,
Q26x1[S],,What is the zip code where you work,,64111.0,66215.0,66210.0,66062.0,66216.0,66214.0,66061.0,66104.0,66208.0,66221.0
Q27[S],,What is your age,,79.0,75.0,76.0,72.0,29.0,28.0,65.0,57.0,64.0,55.0
Q28[L],,Do you own or rent your current residence,,nan:nan,1.0:Own,2.0:Rent,,,,,,,
Q29[L],,Do you or any members of your household have a hearing disability,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q30[L],,Would you say your total annual household income is,,nan:nan,"4.0:$120,000 or more","3.0:$80,000 to $119,999","1.0:Under $40,000","2.0:$40,000 to $79,999",,,,,
Q31[L],,Your gender:,,nan:nan,2.0:Female,1.0:Male,3.0:Other,,,,,,
Q32[L],,Would you be interested in learning more about city_name's Survey Research Panel,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q1[01][F],Perception of the City,Please rate your satisfaction with each of the following,1. Overall quality of City services,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q1[02][F],Perception of the City,Please rate your satisfaction with each of the following,2. Overall feeling of safety in the City,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[03][F],Perception of the City,Please rate your satisfaction with each of the following,3. Overall value that you receive for your City tax dollars and fees,nan:nan,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,5.0:Very Satisfied,9.0:Don't Know,,,
Q1[04][F],Perception of the City,Please rate your satisfaction with each of the following,4. Overall image of the City,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,,
Q1[05][F],Perception of the City,Please rate your satisfaction with each of the following,5. How well the City is planning for growth,nan:nan,2.0:Dissatisfied,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[06][F],Perception of the City,Please rate your satisfaction with each of the following,6. Overall quality of life in the City,nan:nan,2.0:Dissatisfied,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[07][F],Perception of the City,Please rate your satisfaction with each of the following,7. city_name as a welcoming community for people of diverse backgrounds,nan:nan,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q2[01][F],,Please rate your satisfaction with each of the services listed,01. Overall quality of fire and emergency medical services,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q2[02][F],,Please rate your satisfaction with each of the services listed,02. Overall quality of police services,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q2[03][F],,Please rate your satisfaction with each of the services listed,03. Overall quality of recreation programs and facilities,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,1.0:Very Dissatisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q2[04][F],,Please rate your satisfaction with each of the services listed,04. Overall maintenance of City buildings and facilities,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q2[05][F],,Please rate your satisfaction with each of the services listed,"05. Overall enforcement of property code violations (e.g. regulation of weed control, junk cars, trash in yards)",nan:nan,2.0:Dissatisfied,3.0:Neutral,4.0:Satisfied,1.0:Very Dissatisfied,9.0:Don't Know,5.0:Very Satisfied,,,
Q2[06][F],,Please rate your satisfaction with each of the services listed,06. Overall quality of customer service you receive from City employees,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q2[07][F],,Please rate your satisfaction with each of the services listed,07. Overall effectiveness of City communication with the public,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q2[08][F],,Please rate your satisfaction with each of the services listed,08. Overall quality of City water services,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,9.0:Don't Know,2.0:Dissatisfied,,,
Q2[09][F],,Please rate your satisfaction with each of the services listed,09. Overall quality of the City's sanitary sewer system,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q2[10][F],,Please rate your satisfaction with each of the services listed,10. Overall quality of the City's stormwater drainage system,nan:nan,2.0:Dissatisfied,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q2[11][F],,Please rate your satisfaction with each of the services listed,11. Overall flow of traffic in the City,nan:nan,2.0:Dissatisfied,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q2[12][F],,Please rate your satisfaction with each of the services listed,12. Overall quality of the City streets system,nan:nan,2.0:Dissatisfied,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q2[13][F],,Please rate your satisfaction with each of the services listed,13. Overall quality of the City sidewalk and trail system,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q2[14][F],,Please rate your satisfaction with each of the services listed,14. Overall quality and maintenance of City parks,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q3[01][F],,Which TWO of the items listed above do you think should receive the MOST EMPHASIS from City leaders over the next TWO years,1st:,nan:nan,"5.0:05. Overall enforcement of property code violations (e.g. regulation of weed control, junk cars, trash in yards)",8.0:08. Overall quality of City water services,14.0:14. Overall quality and maintenance of City parks,13.0:13. Overall quality of the City sidewalk and trail system,12.0:12. Overall quality of the City streets system,2.0:02. Overall quality of police services,3.0:03. Overall quality of recreation programs and facilities,7.0:07. Overall effectiveness of City communication with the public,11.0:11. Overall flow of traffic in the City
Q3[02][F],,Which TWO of the items listed above do you think should receive the MOST EMPHASIS from City leaders over the next TWO years,2nd:,nan:nan,12.0:12. Overall quality of the City streets system,3.0:03. Overall quality of recreation programs and facilities,14.0:14. Overall quality and maintenance of City parks,11.0:11. Overall flow of traffic in the City,"5.0:05. Overall enforcement of property code violations (e.g. regulation of weed control, junk cars, trash in yards)",2.0:02. Overall quality of police services,9.0:09. Overall quality of the City's sanitary sewer system,13.0:13. Overall quality of the City sidewalk and trail system,7.0:07. Overall effectiveness of City communication with the public
Q4[01][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,1. Overall quality of local fire protection,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[02][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,2. How quickly firefighters respond to emergencies,nan:nan,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[03][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,3. Quality of emergency medical services,nan:nan,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[04][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,4. How quickly emergency medical services respond to emergencies,nan:nan,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[05][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,5. Overall quality of local police protection,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q4[06][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,6. How quickly police respond to emergencies,nan:nan,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[07][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,7. Overall competence of police department employees,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[08][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,8. Officers' attitudes and professionalism toward citizens,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q4[09][F],Public Safety,Please rate your satisfaction with each of the public safety services listed,9. Police Department's ongoing efforts to build trust in the community,nan:nan,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,2.0:Dissatisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,,,
Q5[01][F],,Which TWO of the public safety items listed above do you think should receive the MOST EMPHASIS from City leaders over the next TWO years,1st:,nan:nan,5.0:5. Overall quality of local police protection,4.0:4. How quickly emergency medical services respond to emergencies,9.0:9. Police Department's ongoing efforts to build trust in the community,8.0:8. Officers' attitudes and professionalism toward citizens,6.0:6. How quickly police respond to emergencies,1.0:1. Overall quality of local fire protection,3.0:3. Quality of emergency medical services,2.0:2. How quickly firefighters respond to emergencies,7.0:7. Overall competence of police department employees
Q5[02][F],,Which TWO of the public safety items listed above do you think should receive the MOST EMPHASIS from City leaders over the next TWO years,2nd:,nan:nan,1.0:1. Overall quality of local fire protection,2.0:2. How quickly firefighters respond to emergencies,7.0:7. Overall competence of police department employees,9.0:9. Police Department's ongoing efforts to build trust in the community,3.0:3. Quality of emergency medical services,5.0:5. Overall quality of local police protection,4.0:4. How quickly emergency medical services respond to emergencies,8.0:8. Officers' attitudes and professionalism toward citizens,6.0:6. How quickly police respond to emergencies
Q6[T],,What additional services would you like to see offered by the Police Department and Fire District,,More enforcement of speeding. ,City parties like Urbandale to get to know law enforcement. I don't even know where the department is. ,Being in the schools so all students know who you are by name and that your a person they can come to for anything . Offer some type of  ride along so they have more understand of what goes on in the city .,Stop semi's from parking overnight on city streets that are not commercial routes.,none,More open houses,Community nights,All good ,I want to see more support for the police department and once again allow them to do their jobs.  Johnston has bent over backwards to turn Old Johnston into the guilt free side of town. If not managed this area will become more of a crime ridden mess than it already is. I sat in my driveway during the riots that began at skate north and watched those rioters try to move into my neighborhood at 2:30 am with no police in site. It was me and my neighbor and now and then a pioneer security unit.  Johnston needs stronger police department to manage what is being done to Johnston. ,Occasional “Trail Patrol” presence would be good if resources are avalable.
Q7[L],,Have you visited a city_name park during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q8[L],,Have you or a member of your family participated in a city_name recreation program during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q9[L],,Have you used a city_name trail during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q10[01][F],,Please rate your satisfaction with each of the park services listed,01. Maintenance of City parks,nan:nan,3.0:Neutral,5.0:Very Satisfied,2.0:Dissatisfied,4.0:Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q10[02][F],,Please rate your satisfaction with each of the park services listed,02. The number of City parks,nan:nan,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q10[03][F],,Please rate your satisfaction with each of the park services listed,03. Maintenance of City park restrooms and shelters,nan:nan,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q10[04][F],,Please rate your satisfaction with each of the park services listed,04. Number of City park restrooms and shelters,nan:nan,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,5.0:Very Satisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q10[05][F],,Please rate your satisfaction with each of the park services listed,05. Maintenance of walking and biking trails in the City,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q10[06][F],,Please rate your satisfaction with each of the park services listed,06. Number of walking and biking trails in the City,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q10[07][F],,Please rate your satisfaction with each of the park services listed,07. Safety of trails and parks in the City,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q10[08][F],,Please rate your satisfaction with each of the park services listed,08. Crown Point Community Center,nan:nan,3.0:Neutral,9.0:Don't Know,4.0:Satisfied,1.0:Very Dissatisfied,2.0:Dissatisfied,5.0:Very Satisfied,,,
Q10[09][F],,Please rate your satisfaction with each of the park services listed,09. Simpson Barn,nan:nan,3.0:Neutral,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q10[10][F],,Please rate your satisfaction with each of the park services listed,10. Lew Clarkson Park,nan:nan,3.0:Neutral,9.0:Don't Know,4.0:Satisfied,2.0:Dissatisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,,,
Q10[11][F],,Please rate your satisfaction with each of the park services listed,11. Terra Park,nan:nan,3.0:Neutral,9.0:Don't Know,5.0:Very Satisfied,4.0:Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q10[12][F],,Please rate your satisfaction with each of the park services listed,12. Beaver Creek Water Trail,nan:nan,3.0:Neutral,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q10[13][F],,Please rate your satisfaction with each of the park services listed,13. city_name Town Center splash pad,nan:nan,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q10[14][F],,Please rate your satisfaction with each of the park services listed,14. city_name Town Center skating rink,nan:nan,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,,,
Q10[15][F],,Please rate your satisfaction with each of the park services listed,15. city_name Commons Park,nan:nan,3.0:Neutral,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q11[01][F],,Please rate your satisfaction with each of the following recreation items,1. Your accessibility to desired destinations via the bike and trail system,nan:nan,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,3.0:Neutral,2.0:Dissatisfied,,,
Q11[02][F],,Please rate your satisfaction with each of the following recreation items,2. The community's youth recreation programs,nan:nan,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,3.0:Neutral,1.0:Very Dissatisfied,4.0:Satisfied,,,
Q11[03][F],,Please rate your satisfaction with each of the following recreation items,3. The community's adult recreation and education programs,nan:nan,9.0:Don't Know,2.0:Dissatisfied,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,,,
Q11[04][F],,Please rate your satisfaction with each of the following recreation items,4. The community's senior citizen recreation programs,nan:nan,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,5.0:Very Satisfied,4.0:Satisfied,1.0:Very Dissatisfied,,,
Q11[05][F],,Please rate your satisfaction with each of the following recreation items,"5. Overall, a variety of recreation program services are provided for children",nan:nan,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,3.0:Neutral,4.0:Satisfied,1.0:Very Dissatisfied,,,
Q11[06][F],,Please rate your satisfaction with each of the following recreation items,"6. Overall, a variety of recreation program services are provided for adults",nan:nan,9.0:Don't Know,4.0:Satisfied,2.0:Dissatisfied,3.0:Neutral,5.0:Very Satisfied,1.0:Very Dissatisfied,,,
Q11[07][F],,Please rate your satisfaction with each of the following recreation items,"7. Overall, a variety of recreation program services are provided for senior citizens",nan:nan,9.0:Don't Know,3.0:Neutral,5.0:Very Satisfied,4.0:Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q12[T],,What kinds of additional outdoor recreational opportunities are needed,,Waterpark/pool,Pool public swimming ,"Out door aquatic center, drive inn theater ",Aquatic center ,Teen and adult rec leagues,POOL ! This town need recreation for teens. We definitely need a pool. This town is big enough to support a pool. We need things for older kids to keep them in our town so that they don’t have to go to Urbandale or Grimes or Ankeny. Keep our kids here keep.,More updated exercise park at crown point.  ,"Rental equipment (pickle ball, snow shoes, xc  skis)","More bike trails, better bike trails, Skate park for teens and kids to hang out with. less tennis courts or pickles all courts and more teenage centered parks","Public Swimming pool.
Dog park"
Q13[T],,What kinds of additional indoor recreational opportunities are needed,,A town rec center would be cool - maybe in one of the two vacant buildings near 86th (AMC theatre or Dahls/Pricechopper),Pool public swimming ,"Bowling, ymca, roller skating ",swimming facility,Indoor rec center we could use a rec center with a waterpark. We definitely need some big water park area.,"Pickle ball 
",Indoor skate park,Need a place for teens to hangout in the winter. Purchase the old Dahls and convert it into a rec center. Need more teen recreational programs that are not competitive sports. There isn’t much for non sports kids to do in our community. ,Need to know about the recreational opportunities ,"More crafting and game nights, i.e., cribbage, bridge"
